timestamp_pos,Position wheel_left_joint,Position wheel_right_joint,timestamp_vel,Vitesse Linéaire,Vitesse angulaire
282,282,282,282,282,282
0.0,2305.1587118266993,2236.5477330108138,0.0,0.22013551931702796,-0.0014947767666704768
0.033999999999991815,2305.3853864591833,2236.7743890593947,0.033999999999991815,0.22008599565299877,0.0004381469549025876
0.06799999999998363,2305.6120560885556,2237.00105058352,0.06799999999998363,0.22004671095282213,0.0010610034224838938
0.10199999999997544,2305.8387190498206,2237.227718994793,0.10199999999997544,0.22003690838920878,-0.0004885234436566847
0.13599999999996726,2306.0653856724894,2237.45438402869,0.13599999999996726,0.21998899626232918,-0.0004059702429597232
0.17000000000001592,2306.2920550448725,2237.6810460322167,0.17000000000001592,0.2199657167256393,0.0002784324027319826
0.20400000000000773,2306.5187228176583,2237.907709182181,0.20400000000000773,0.2199819081439058,-0.00011015257277985475
0.23799999999999955,2306.745391189637,2238.134371718238,0.23799999999999955,0.21957008037593936,-0.0003340464651570405
0.27199999999999136,2306.9720618564456,2238.361031482056,0.27199999999999136,0.2196567956673869,-0.0002449643965482917
0.3059999999999832,2307.198732909483,2238.5876908445057,0.3059999999999832,0.21972230679206942,4.2944620898040204e-05
0.339999999999975,2307.425402873321,2238.814351402917,0.339999999999975,0.21978624323143575,4.499134475934901e-05
0.3739999999999668,2307.6520719100317,2239.0410131580998,0.3739999999999668,0.21983498546697172,3.26398195812527e-05
0.40800000000001546,2307.8787402661164,2239.267675873842,0.40800000000001546,0.21987780237068305,1.5992576825235413e-05
0.4420000000000073,2308.1054081171337,2239.494339270347,0.4420000000000073,0.2199145069836795,9.918478655392434e-06
0.4759999999999991,2308.3320755546533,2239.7210032084067,0.4759999999999991,0.2199470587768826,7.421372627373111e-06
0.5099999999999909,2308.5587426361103,2239.9476675804913,0.5099999999999909,0.2199759405430992,4.0085295714130307e-07
0.5439999999999827,2308.7854094516038,2240.1743322799935,0.5439999999999827,0.2200016763185718,-5.69245970084002e-06
0.5779999999999745,2309.0120760660484,2240.4009972257904,0.5779999999999745,0.22002502460125198,-8.561498492422259e-06
0.6119999999999663,2309.2387424265708,2240.627662390653,0.6119999999999663,0.22006901451157795,1.849609655468378e-05
0.646000000000015,2309.4654085196403,2240.8543278364837,0.646000000000015,0.22003917261261371,-1.419401529299566e-05
0.6800000000000068,2309.6920745769926,2241.080993430288,0.6800000000000068,0.2200515982723373,-4.023149600202162e-06
0.7139999999999986,2309.9187405994376,2241.3076590682317,0.7139999999999986,0.22003862971694663,1.552336676563811e-06
0.7479999999999905,2310.145406572377,2241.5343248136514,0.7479999999999905,0.2200144764137717,7.181926487122105e-06
0.7819999999999823,2310.372072515222,2241.7609905740583,0.7819999999999823,0.21998071394784952,-8.920396980259093e-06
0.8159999999999741,2310.5987384996856,2241.987656319155,0.8159999999999741,0.21997804950348754,4.610431890180299e-06
0.8499999999999659,2310.8254044811406,2242.214322031432,0.8499999999999659,0.21995031443731616,4.54536918666511e-06
0.8840000000000146,2311.0520704719584,2242.440987739264,0.8840000000000146,0.2199572365419276,6.734209693226575e-06
0.9180000000000064,2311.278736471241,2242.6676534041126,0.9180000000000064,0.21994943189997723,-2.714756643105122e-06
0.9519999999999982,2311.5054024979804,2242.894319055859,0.9519999999999982,0.21995588316391063,4.456013940218828e-06
0.98599999999999,2311.7320684859637,2243.1209847368305,0.98599999999999,0.21996663586841803,6.539173312778269e-06
1.0199999999999818,2311.958734464464,2243.3476504958953,1.0199999999999818,0.21998236378029112,6.118477274132519e-06
1.0539999999999736,2312.185400394874,2243.5743162904473,1.0539999999999736,0.21999751934687511,2.230244145391724e-06
1.0879999999999654,2312.412066316434,2243.8009821171527,1.0879999999999654,0.2200125943535449,-1.2933560429948965e-06
1.122000000000014,2312.638732228846,2244.0276479485146,1.122000000000014,0.22002576491783238,-6.528538175787644e-07
1.156000000000006,2312.865398114871,2244.2543137766384,1.156000000000006,0.22003456916493402,-1.3560017243336324e-06
1.1899999999999977,2313.09206399108,2244.480979623972,1.1899999999999977,0.22004023033905823,-1.826918873100859e-06
1.2239999999999895,2313.3187298641615,2244.7076454966823,1.2239999999999895,0.2200383452772913,-1.947059128548108e-06
1.2579999999999814,2313.5453957366035,2244.9343113769114,1.2579999999999814,0.22003047066566445,-2.2275258826863223e-06
1.2919999999999732,2313.7720616151855,2245.1609772639385,1.2919999999999732,0.22002206189956816,-8.372066373027272e-07
1.325999999999965,2313.9987274926675,2245.3876431568733,1.325999999999965,0.22001098080281342,-3.3848903065938046e-07
1.3600000000000136,2314.2253933707916,2245.614309055398,1.3600000000000136,0.21999569639805103,4.398278027543067e-07
1.3940000000000055,2314.4520592506815,2245.840974955369,1.3940000000000055,0.21998785669303633,7.397973620563823e-07
1.4279999999999973,2314.678725132443,2246.0676408580903,1.4279999999999973,0.21997951508264496,1.5229294467574524e-06
1.461999999999989,2314.9053910137604,2246.2943067667193,1.461999999999989,0.21997478523464925,2.1836336285760203e-06
1.495999999999981,2315.1320568890055,2246.520972679984,1.495999999999981,0.21997319409502725,1.6302947822895667e-06
1.5299999999999727,2315.3587227610615,2246.747638592894,1.5299999999999727,0.21997625737971627,9.950464911761875e-07
1.5639999999999645,2315.585388629549,2246.9743045010455,1.5639999999999645,0.21998365773327333,1.0132198312970014e-06
1.5980000000000132,2315.812054494603,2247.200970406947,1.5980000000000132,0.2199908033962602,4.2854980178508363e-07
1.632000000000005,2316.038720357146,2247.427636310047,1.632000000000005,0.22000325651673516,3.866631302314379e-07
