timestamp,axe_1,axe_2
0.0,423.5223335895997,491.63649356317705
0.034000000000006025,423.74899367203767,491.86316338610726
0.06799999999999784,423.9756530567152,492.0898338166659
0.10200000000000387,424.20231347934657,492.3165031335575
0.13599999999999568,424.4289754529001,492.54317078797555
0.1700000000000017,424.6556375397964,492.76983815099584
0.20400000000000773,424.8822997310108,492.9965054541219
0.23799999999999955,425.1089628433058,493.2231717314776
0.27200000000000557,425.3356263303989,493.44983728470083
0.3059999999999974,425.5622899255144,493.67650310214384
0.3400000000000034,425.78895372566507,493.90316877488556
0.37400000000000944,426.01561828478634,494.1298344940032
0.40800000000000125,426.2422828505459,494.3565001727123
0.4420000000000073,426.46894734816374,494.5831659746225
0.4759999999999991,426.69561192854394,494.80983167319437
0.5100000000000051,426.9222766985331,495.0364974244879
0.5439999999999969,427.1489414251856,495.2631632096634
0.578000000000003,427.37560616624637,495.4898289869128
0.612000000000009,427.602271073348,495.7164947380347
0.6460000000000008,427.82893614873706,495.9431605144044
0.6800000000000068,428.0556013175097,496.169826282254
0.7139999999999986,428.2822666435264,496.3964920828311
0.7480000000000047,428.5089320972319,496.6231578764023
0.7819999999999965,428.7355976481736,496.8498236852442
0.8160000000000025,428.9622632573905,497.0764894892257
0.8500000000000085,429.1889289361589,497.30315530912765
0.8840000000000003,429.41559463883453,497.52982111932937
0.9180000000000064,429.64226037769106,497.7564869487618
0.9519999999999982,429.86892612596023,497.98315277134185
0.9860000000000042,430.0955918815318,498.209818589288
1.019999999999996,430.3222576414161,498.43648441064556
1.054000000000002,430.548923419585,498.6631502471362
1.088000000000008,430.77558918595213,498.88981606449073
1.1219999999999999,431.0022549733937,499.1164818973654
1.156000000000006,431.22892074663633,499.34314771120467
1.1899999999999977,431.4555865503529,499.5698135451517
1.2240000000000038,431.6822523676432,499.796479381697
1.2579999999999956,431.90891819436666,500.02314522246905
1.2920000000000016,432.13558403379363,500.2498110705195
1.3260000000000076,432.3622498862556,500.47647692296323
1.3599999999999994,432.5889157495195,500.70314278074176
1.3940000000000055,432.81558161349506,500.92980863872884
1.4279999999999973,433.0422474869677,501.15647450896734
1.4620000000000033,433.26891336225736,501.3831403795921
1.4960000000000093,433.4955792455575,501.60980625688984
1.5300000000000011,433.72224512733726,501.8364721347569
1.5640000000000072,433.94891101326374,502.0631380189412
1.597999999999999,434.175576898677,502.28980390262717
1.632000000000005,434.4022427868203,502.5164697868578
1.6659999999999968,434.62890867681136,502.74313567015673
1.7000000000000028,434.85557456845504,502.9698015534311
1.7340000000000089,435.0822404604793,503.19646743505064
1.7680000000000007,435.3089063546249,503.42313331453374
1.8020000000000067,435.5355722500268,503.6497991901554
1.8359999999999985,435.76223814598904,503.8764650662366
1.8700000000000045,435.9889040405596,504.1031309434728
1.9039999999999964,436.2155699345498,504.3297968203335
1.9380000000000024,436.44223582960655,504.55646269893214
1.9720000000000084,436.6689017217311,504.78312858059627
2.0060000000000002,436.8955676143699,505.00979446431217
2.0400000000000063,437.12223350746274,505.2364603476317
2.073999999999998,437.34889940053176,505.46312623250253
2.108000000000004,437.57556529376785,505.68979211740555
2.141999999999996,437.8022311893775,505.9164580013155
2.176000000000002,438.028897085958,506.1431238850863
2.210000000000008,438.25556298387147,506.36978976835985
2.2439999999999998,438.4822288832983,506.59645565033435
2.278000000000006,438.70889478278025,506.8231215319709
2.3119999999999976,438.93556068232346,507.0497874126208
2.3460000000000036,439.16222658156795,507.27645329279903
2.3800000000000097,439.388892479759,507.50311917334943
2.4140000000000015,439.6155583764592,507.72978505395184
2.4480000000000075,439.84222427255395,507.956450934814
2.4819999999999993,440.0688901674931,508.1831168162289
2.5160000000000053,440.2955560600143,508.4097826998204
2.549999999999997,440.5222219522339,508.6364485832706
2.584000000000003,440.74888784545834,508.8631144658666
2.618000000000009,440.97555374003815,509.08978034788095
